id,name,title,description,priority,assign_date,task_1,task_2,task_3,task_4,completion_date,mood,mood_task_logic
18,Vikram,Testing Module (copy),Module-level testing [updated],medium,10/14/2025,Review logs *,Write REA,Prepare PR,Test filters,10/15/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
91,Karan,Update API (copy),Module-level testing [updated],low,10/3/2025,Design DB *,Refactor code,Deploy,Write REA,10/8/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
19,Anjali,Testing Module (copy),Security patching [updated],high,9/30/2025,Prepare PR *,Design DB,Refactor code,Test filters,10/5/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
53,Priya,Bug Fixing (copy),Module-level testing [updated],low,10/24/2025,Write REA *,Improve UI,Test filters,Prepare PR,10/26/2025,Neutral,Perform regular tasks; Moderate workload management
97,Neha,Bug Fixing (copy),Critical issue [updated],medium,10/20/2025,Deploy *,Write REA,Clean data,Prepare PR,10/22/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
30,Priya,Design UI (copy),Build analytics dashboard [updated],urgent,10/27/2025,Design DB *,Deploy,Prepare PR,Test filters,11/1/2025,Neutral,Perform regular tasks; Moderate workload management
51,Supriya,Create Dashboard (copy),Frontend redesign [updated],high,10/12/2025,Review logs *,Refactor code,Prepare PR,Build charts,10/17/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
42,Vikram,Bug Fixing (copy),Critical issue [updated],high,9/28/2025,Refactor code *,Improve UI,Prepare PR,Design DB,10/3/2025,Neutral,Perform regular tasks; Moderate workload management
86,Neha,Create Report (copy),Build analytics dashboard [updated],urgent,9/3/2025,Clean data *,Test filters,Design DB,Review logs,9/6/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
77,Supriya,Optimize Query (copy),Frontend redesign [updated],low,10/16/2025,Improve UI *,Refactor code,Build charts,Review logs,10/18/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
12,Supriya,Create Dashboard (copy),Reporting module [updated],medium,9/29/2025,Test filters *,Improve UI,Deploy,Write REA,10/3/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
48,Raj,Create Report (copy),Frontend redesign [updated],low,10/16/2025,Prepare PR *,Test filters,Refactor code,Clean data,10/17/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
97,Neha,Bug Fixing (copy),Critical issue [updated],medium,10/20/2025,Deploy *,Write REA,Clean data,Prepare PR,10/22/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
36,Simran,Optimize Query (copy),Update backend APIs [updated],high,10/10/2025,Design DB *,Review logs,Improve UI,Clean data,10/12/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
63,Vikram,Create Dashboard (copy),Critical issue [updated],low,9/21/2025,Clean data *,Build charts,Write REA,Review logs,9/26/2025,Neutral,Perform regular tasks; Moderate workload management
98,Anjali,Testing Module (copy),Security patching [updated],high,10/29/2025,Build charts *,Clean data,Improve UI,Refactor code,11/2/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
52,Neha,Enhance Security (copy),Reporting module [updated],medium,10/8/2025,Refactor code *,Design DB,Build charts,Review logs,10/11/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
15,Neha,Bug Fixing (copy),Critical issue [updated],low,9/6/2025,Improve UI *,Design DB,Prepare PR,Deploy,9/11/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
38,Vikram,Design UI (copy),Frontend redesign [updated],urgent,9/14/2025,Refactor code *,Prepare PR,Test filters,Clean data,9/17/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
17,Supriya,Optimize Query (copy),Improve performance [updated],low,10/24/2025,Write REA *,Design DB,Test filters,Clean data,10/26/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
17,Supriya,Optimize Query (copy),Improve performance [updated],low,10/24/2025,Write REA *,Design DB,Test filters,Clean data,10/26/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
23,Simran,Enhance Security (copy),Frontend redesign [updated],urgent,10/6/2025,Improve UI *,Write REA,Refactor code,Build charts,10/10/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
6,Rohan,Update API (copy),Module-level testing [updated],medium,10/14/2025,Improve UI *,Deploy,Write REA,Clean data,10/16/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
86,Neha,Create Report (copy),Build analytics dashboard [updated],urgent,9/3/2025,Clean data *,Test filters,Design DB,Review logs,9/6/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
77,Supriya,Optimize Query (copy),Frontend redesign [updated],low,10/16/2025,Improve UI *,Refactor code,Build charts,Review logs,10/18/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
19,Anjali,Testing Module (copy),Security patching [updated],high,9/30/2025,Prepare PR *,Design DB,Refactor code,Test filters,10/5/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
58,Supriya,Create Dashboard (copy),Frontend redesign [updated],urgent,9/25/2025,Improve UI *,Clean data,Prepare PR,Review logs,9/28/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
25,Priya,Bug Fixing (copy),Build analytics dashboard [updated],high,10/18/2025,Write REA *,Review logs,Build charts,Refactor code,10/21/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
77,Supriya,Optimize Query (copy),Frontend redesign [updated],low,10/16/2025,Improve UI *,Refactor code,Build charts,Review logs,10/18/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
8,Karan,Enhance Security (copy),Module-level testing [updated],low,10/2/2025,Deploy *,Refactor code,Improve UI,Write REA,10/4/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
91,Karan,Update API (copy),Module-level testing [updated],low,10/3/2025,Design DB *,Refactor code,Deploy,Write REA,10/8/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
25,Priya,Bug Fixing (copy),Build analytics dashboard [updated],high,10/18/2025,Write REA *,Review logs,Build charts,Refactor code,10/21/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
98,Anjali,Testing Module (copy),Security patching [updated],high,10/29/2025,Build charts *,Clean data,Improve UI,Refactor code,11/2/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
73,Priya,Create Report (copy),Frontend redesign [updated],urgent,9/23/2025,Test filters *,Review logs,Prepare PR,Clean data,9/28/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
78,Amit,Create Dashboard (copy),Minor bug fixes [updated],urgent,10/18/2025,Test filters *,Build charts,Review logs,Refactor code,10/20/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
75,Anjali,Design UI (copy),Security patching [updated],high,10/20/2025,Clean data *,Test filters,Review logs,Design DB,10/24/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
40,Simran,Update API (copy),Frontend redesign [updated],high,9/21/2025,Build charts *,Clean data,Design DB,Improve UI,9/24/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
75,Anjali,Design UI (copy),Security patching [updated],high,10/20/2025,Clean data *,Test filters,Review logs,Design DB,10/24/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
53,Priya,Bug Fixing (copy),Module-level testing [updated],low,10/24/2025,Write REA *,Improve UI,Test filters,Prepare PR,10/26/2025,Neutral,Perform regular tasks; Moderate workload management
48,Raj,Create Report (copy),Frontend redesign [updated],low,10/16/2025,Prepare PR *,Test filters,Refactor code,Clean data,10/17/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
72,Neha,Fix login bug (copy),Frontend redesign [updated],medium,9/14/2025,Write REA *,Improve UI,Prepare PR,Test filters,9/18/2025,Neutral,Perform regular tasks; Moderate workload management
76,Vikram,Analyze Data (copy),Update backend APIs [updated],urgent,9/14/2025,Clean data *,Design DB,Refactor code,Test filters,9/15/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
99,Raj,Create Dashboard (copy),Reporting module [updated],medium,9/10/2025,Refactor code *,Build charts,Design DB,Write REA,9/11/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
96,Supriya,Fix login bug (copy),Improve performance [updated],urgent,9/11/2025,Refactor code *,Test filters,Build charts,Design DB,9/14/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
17,Supriya,Optimize Query (copy),Improve performance [updated],low,10/24/2025,Write REA *,Design DB,Test filters,Clean data,10/26/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
98,Anjali,Testing Module (copy),Security patching [updated],high,10/29/2025,Build charts *,Clean data,Improve UI,Refactor code,11/2/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
72,Neha,Fix login bug (copy),Frontend redesign [updated],medium,9/14/2025,Write REA *,Improve UI,Prepare PR,Test filters,9/18/2025,Neutral,Perform regular tasks; Moderate workload management
62,Rohan,Create Report (copy),Data analytics [updated],low,9/15/2025,Test filters *,Review logs,Improve UI,Prepare PR,9/19/2025,Neutral,Perform regular tasks; Moderate workload management
99,Raj,Create Dashboard (copy),Reporting module [updated],medium,9/10/2025,Refactor code *,Build charts,Design DB,Write REA,9/11/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
5,Vikram,Enhance Security (copy),Minor bug fixes [updated],high,10/28/2025,Deploy *,Review logs,Clean data,Test filters,11/1/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
45,Neha,Analyze Data (copy),Security patching [updated],high,9/3/2025,Write REA *,Clean data,Review logs,Improve UI,9/5/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
97,Neha,Bug Fixing (copy),Critical issue [updated],medium,10/20/2025,Deploy *,Write REA,Clean data,Prepare PR,10/22/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
41,Anjali,Optimize Query (copy),Module-level testing [updated],low,9/21/2025,Clean data *,Test filters,Build charts,Prepare PR,9/25/2025,Neutral,Perform regular tasks; Moderate workload management
10,Vikram,Enhance Security (copy),Module-level testing [updated],low,10/28/2025,Deploy *,Prepare PR,Refactor code,Test filters,10/31/2025,Neutral,Perform regular tasks; Moderate workload management
8,Karan,Enhance Security (copy),Module-level testing [updated],low,10/2/2025,Deploy *,Refactor code,Improve UI,Write REA,10/4/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
11,Raj,Enhance Security (copy),Module-level testing [updated],urgent,9/25/2025,Design DB *,Improve UI,Prepare PR,Clean data,9/29/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
11,Raj,Enhance Security (copy),Module-level testing [updated],urgent,9/25/2025,Design DB *,Improve UI,Prepare PR,Clean data,9/29/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
74,Raj,Design UI (copy),Module-level testing [updated],high,10/13/2025,Test filters *,Clean data,Improve UI,Review logs,10/17/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
9,Vikram,Design UI (copy),Data analytics [updated],medium,10/25/2025,Review logs *,Prepare PR,Deploy,Write REA,10/26/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
80,Raj,Create Report (copy),Improve performance [updated],medium,10/21/2025,Write REA *,Build charts,Improve UI,Test filters,10/22/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
24,Raj,Fix login bug (copy),Data analytics [updated],high,9/16/2025,Improve UI *,Design DB,Deploy,Refactor code,9/19/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
60,Raj,Analyze Data (copy),Module-level testing [updated],high,9/24/2025,Review logs *,Deploy,Clean data,Test filters,9/26/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
59,Supriya,Create Report (copy),Reporting module [updated],medium,9/22/2025,Deploy *,Test filters,Prepare PR,Write REA,9/27/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
72,Neha,Fix login bug (copy),Frontend redesign [updated],medium,9/14/2025,Write REA *,Improve UI,Prepare PR,Test filters,9/18/2025,Neutral,Perform regular tasks; Moderate workload management
2,Raj,Fix login bug (copy),Minor bug fixes [updated],medium,10/23/2025,Refactor code *,Write REA,Deploy,Test filters,10/28/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
48,Raj,Create Report (copy),Frontend redesign [updated],low,10/16/2025,Prepare PR *,Test filters,Refactor code,Clean data,10/17/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
86,Neha,Create Report (copy),Build analytics dashboard [updated],urgent,9/3/2025,Clean data *,Test filters,Design DB,Review logs,9/6/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
49,Neha,Enhance Security (copy),Minor bug fixes [updated],low,9/22/2025,Deploy *,Test filters,Design DB,Review logs,9/24/2025,Neutral,Perform regular tasks; Moderate workload management
41,Anjali,Optimize Query (copy),Module-level testing [updated],low,9/21/2025,Clean data *,Test filters,Build charts,Prepare PR,9/25/2025,Neutral,Perform regular tasks; Moderate workload management
32,Neha,Analyze Data (copy),Security patching [updated],low,10/15/2025,Clean data *,Build charts,Refactor code,Deploy,10/18/2025,Sad/Low,Assign light tasks; Provide peer support; Reduce deadlines
36,Simran,Optimize Query (copy),Update backend APIs [updated],high,10/10/2025,Design DB *,Review logs,Improve UI,Clean data,10/12/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
18,Vikram,Testing Module (copy),Module-level testing [updated],medium,10/14/2025,Review logs *,Write REA,Prepare PR,Test filters,10/15/2025,Stressed,Fix only urgent issues; Avoid heavy tasks; Take a short break; HR alert if stress continues
98,Anjali,Testing Module (copy),Security patching [updated],high,10/29/2025,Build charts *,Clean data,Improve UI,Refactor code,11/2/2025,Happy,Creative tasks; Work on new ideas; Design & planning activities
95,Rohan,Design UI (copy),Improve performance [updated],low,9/2/2025,Review logs *,Design DB,Test filters,Deploy,9/3/2025,Neutral,Perform regular tasks; Moderate workload management
60,Raj,Analyze Data (copy),Module-level testing [updated],high,9/24/2025,Review logs *,Deploy,Clean data,Test filters,9/26/2025,Overwhelmed,No new tasks assigned; Reduce workload; HR notified
